コード,銘柄
8202,ラオックスＨＤ
8203,ＭｒＭａｘＨＤ
8207,テンアライド
8214,ＡＯＫＩ ＨＤ
8217,オークワ
8218,コメリ
8219,青山商
8225,タカチホ
8226,理 経
8227,しまむら
8230,はせがわ
8233,高島屋
8237,松 屋
8242,Ｈ２Ｏリテイル
8244,近鉄百
8247,大 和
8252,丸井Ｇ
8253,クレセゾン
8254,サイカ屋
8255,アクシアル
8260,井筒屋
8267,イオン
8273,イズミ
8275,フォーバル
8276,平和堂
8278,フ ジ
8281,ゼビオＨＤ
8282,ケーズＨＤ
8283,ＰＡＬＴＡＣ
8285,三谷産
8289,ＯｌｙｍｐｉｃＧ
8291,日産東ＨＤ
8301,日 銀 ＳＣ
8303,ＳＢＩ新生
8304,あおぞら
8306,三菱ＵＦＪ
8308,りそなＨＤ
8309,三住トラスト
8316,三井住友
8331,千葉銀
8334,群馬銀
8336,武蔵銀
8337,千葉興
8338,筑波銀行
8341,七十七
8343,秋田銀
8344,山形銀
8345,岩手銀
8346,東邦銀
8349,東北銀
8354,ふくおか
8358,スルガ銀
8359,八十二長
8360,山梨銀
8361,大垣銀
8362,福井銀
8364,清水銀
8365,富山銀
8366,滋賀銀
8367,南都銀
8368,百五銀
8370,紀陽銀行
8377,ほくほく
8381,山合銀
8383,鳥取銀
8386,百十四
8387,四国銀
8388,阿波銀
8392,大分銀
8393,宮崎銀
8395,佐賀銀
8399,琉球銀
8410,セブン銀行
8411,みずほ
8416,高知銀行
8418,山口ＦＧ
8421,信金中金 ＰＳ
8424,芙蓉リース
8425,ミズホリース
8439,東センチュリー
8473,ＳＢＩ
8508,Ｊトラスト
8511,日証金
8518,アジア投資
8522,名 銀
8524,北洋銀行
8537,大光銀
8541,愛媛銀
8542,トマト銀
8544,京葉銀
8550,栃木銀
8551,北日銀
8558,東和銀
8562,福島銀
8563,大東銀
8566,リコーリース
8570,イオンＦＳ
8572,アコム
8584,ジャックス
8585,オリコ
8591,オリックス
8593,三菱ＨＣキャ
8595,ジャフコ Ｇ
8596,九州リース
8600,トモニＨＤ
8601,大和証Ｇ
8604,野村ＨＤ
8609,岡 三
8613,丸三証
8614,東洋証
8616,東海東京
8617,光世証
8622,水戸証
8624,いちよし
8628,松井証
8630,ＳＯＭＰＯＨＤ
8697,ＪＰＸ
8698,マネックスＧ
8699,ＨＳＨＤ
8700,丸八証券
8704,トレイダーズ
8705,日産証Ｇ
8706,極東証券
8707,岩井コスモ
8708,アイザワ証Ｇ
8713,フィデアＨＤ
8714,池田泉州
8715,アニコムＨＤ
8725,ＭＳ＆ＡＤ
8729,ソニーＦＧ
8737,あかつき
8739,スパークス Ｇ
8742,小林洋行
8746,ｕｎｂａｎｋｅｄ
8747,豊トラスティ
8750,第一生命
8766,東京海上
8769,ＡＲＭ
8771,Ｅギャランティ
8772,アサックス
8783,ａｂｃ
8789,フィンテック
8793,ＮＥＣキャピ
8795,Ｔ＆ＤＨＤ
8798,アドバンスク
8801,三井不
8802,菱地所
8803,平和不
8804,東建物
8818,京阪神ビ
8830,住友不
8835,太平発
8836,ＲＩＳＥ
8841,テーオーシー
8844,コスモスイニシア
8848,レオパレス２１
8850,スターツ
8860,フジ住
8864,空港施設
8869,明和地所
8871,ゴールドクレ
8876,リログループ
8877,エスリード
8881,日神ＧＨＤ
8887,シーラＨＤ
8891,ＡＭＧＨＤ
8892,エスコン
8894,ＲＥＶＯＬＵＴＩ
8897,ミラースＨＤ
8898,センチュリー２１
8904,ＡＶＡＮＴＩＡ
8908,毎コムネット
8912,エリアクエスト
8914,エリアリンク
8917,ファースト住
8918,ランド
8919,カチタス
8920,東 祥
8921,ＣＳクリエイト
8923,トーセイ
8927,明豊エンター
8928,穴吹興産
8929,青山財産
8931,和田興産
8934,サンフロンティア
8935,ＦＪネクストＨＤ
8938,グロームＨＤ
8944,ランビジネス
8945,サンネクスタＧ
8946,エイシアンスター
8951,日本ビルＦ
8952,ＪＲＥ
8953,都市ファント
8954,オリックスＪＲＥ
8955,日本プラＲ
8956,ＮＴＴ都市Ｒ
8957,東急ＲＥ
8958,グロバルＲＥ
8960,ユナイテッドＵ
8961,森トラストＲＥ
8963,ＩＮＶ
8964,フロンティアＲＥ
8966,平和ＲＥ
8967,日本ロジ
8968,福岡リート
8972,ＫＤＸ不動
8975,いちごオフ
8976,大和オフィス
8977,阪急神ＲＥ
8979,スターツＰＲ
8984,ハウスリート
8985,ＪＨＲ
8986,大和リビン
8987,Ｊエクセレント
8995,誠建設
8996,ハウスフリダム
8999,グランディ
9001,東 武
9003,相鉄ＨＤ
9005,東 急
9006,京 急
9007,小田急
9008,京 王
9009,京 成
9010,富士急
9012,秩父鉄
9017,新潟交
9020,ＪＲ東日本
9021,ＪＲ西日本
9022,ＪＲ東海
9023,東京メトロ
9024,西武ＨＤ
9025,鴻池運輸
9028,ゼ ロ
9029,ヒガシＨＤ
9031,西 鉄
9033,広電鉄
9034,南総通運
9036,東部ネット
9037,ハマキョウ
9039,サカイ引越
9041,近鉄ＧＨＤ
9042,阪急阪神
9044,南海電
9045,京阪ＨＤ
9046,神電鉄
9048,名 鉄
9049,京福電
9051,センコン物流
9052,山陽電
9057,遠州トラック
9059,カンダ
9060,日ロジテム
9063,岡県運
9064,ヤマトＨＤ
9065,山 九
9067,丸 運
9068,丸全運
9069,センコーＧＨＤ
9072,ニッコンＨＤ
9073,京極運
9074,日石輸
9075,福山運
9076,セイノーＨＤ
9081,神奈交
9082,大和自
9083,神姫バス
9087,タカセ
9090,ＡＺ－ＣＯＭ丸
9101,郵 船
9104,商船三井
9107,川崎船
9110,ユナイテド海
9115,明海Ｇ
9119,飯野海
9127,玉井船
9130,共栄タ
9142,ＪＲ九州
9143,ＳＧＨＤ
9145,ビーイングＨ
9146,五健堂ＨＤ
9147,ＮＸＨＤ
9149,大友ロジ
9156,はなＨＤ
9158,シーユーシー
9159,ＷＴＯＫＹＯ
9160,ノバレーゼ
9162,ブリーチ
9163,ナレルＧ
9165,クオルテック
9166,ＧＥＮＤＡ
9168,ライズ
9169,大伸社
9171,栗林船
9173,東海船
9193,東汽船
9201,ＪＡＬ
9202,ＡＮＡ
92025,#N/A
9204,スカイマーク
9206,ＳＦＪ
9211,エフ・コード
9212,ＧＥＩ
9213,セイファート
9214,リカバリー
9215,ＣａＳｙ
9216,ビーウィズ
9218,メンタルヘルスＴ
9219,ギックス
9220,エフビ介護
9221,フルハシＥＰＯ
9222,ｍａｎａｂｙ
9223,ＡＳＮＯＶＡ
9225,ブリッジコン
9226,アイガー
9227,マイクロ波化
9229,サンウェルズ
9233,アジア航
9235,売れるネＧ
9236,ジャパＭ＆Ａ
9237,笑美面
9238,バリューＣ
9239,ケーイーティ
9240,デリバリコン
9241,ＦＬＮ
9242,メディ総研
9243,富士テクノＨ
9244,デジタリフト
9245,リベロ
9246,プロジェクＨ
9247,ＴＲＥＨＤ
9248,人夢技術
9249,日エコシステム
9250,ＧＲＣＳ
9251,ＡＢ＆Ｃ
9252,ラストワンマイル
9253,スローガン
9254,ラバブルマケ
9256,サクシード
9257,ＹＣＰ
9258,ＣＳ－Ｃ
9259,タカヨシＨＤ
9262,シルバーライフ
9264,ポエック
9265,ヤマシタヘルケア
9267,ゲンキードラ
9268,オプティマス
9270,バリュエンスＨ
9271,和 心
9272,ブティックス
9273,コーア商事Ｈ
9274,ＫＰＰＧＨＤ
9278,ブックオフＧＨ
9279,ギフトＨＤ
9282,いちごグ
9284,カナディアン
9285,東京インフラ
9286,エネクスインフラ
9301,三菱倉
9302,三井倉ＨＤ
9303,住友倉
9304,渋沢倉
9305,ヤマタネ
9306,東陽倉
9307,杉村倉
9308,乾汽船
9310,トランシィ
9311,アサガミ
9312,ケイヒン
9313,丸八倉
9319,中央倉
9322,川西倉庫
9324,安田倉庫
9325,ファイズＨＤ
9326,関 通
9327,イー・ロジット
9330,揚 羽
9331,キャスター
9332,ＮＩＳＳＯＨＤ
9334,アイビスＨＤ
9335,テクノＣ
9336,大栄環境
9337,トリドリ
9338,ＩＮＦＯＲＩＣＨ
9339,コーチ・エィ
9340,アソインター
9341,ＧＥＮＯＶＡ
9342,スマサポ
9343,アイビス
9344,アクシスＣ
9345,ビズメイツ
9346,ココルポート
9347,日管財ＨＤ
9348,ｉｓｐａｃｅ
9351,東洋埠頭
9353,桜島埠
9355,リンコー
9360,鈴与シンワ
9361,伏木運
9362,兵機海
9363,大 運
9364,上 組
9365,トレーディア
9366,サンリツ
9367,大東港
9368,キムラユニティー
9369,キユソー流通
9376,ユーラシア
9380,東海運
9381,ＡＩＴ
9385,ショーエイコーホ
9399,ビート
9401,ＴＢＳＨＤ
9404,日テレＨＤ
9405,朝日放送
9408,ＢＳＮメディア
9409,テレ朝ＨＤ
9412,スカパーＪＳＡ
9413,テレ東ＨＤ
9414,日本ＢＳ放
9416,ビジョン
9417,スマートバリュ
9418,Ｕ－ＮＥＸＴ
9419,ワイヤレスＧ
9421,エヌジェイＨＤ
9423,フォーバルＲＳ
9424,日本通信
9425,ＲｅＹｕｕＪｐｎ
9428,クロップス
9432,ＮＴＴ
9433,ＫＤＤＩ
9434,ソフトバンク
94345,#N/A
94346,#N/A
9435,光通信
9436,沖縄セルラー
9438,エムティーアイ
9439,ＭＨグループ
9441,ベルパーク
9444,トーシンＨＤ
9445,フォーバルＴＬ
9446,サカイＨＤ
9449,ＧＭＯ
9450,ファイバーＧＴ
9466,アイドマＭＣ
9467,アルファポリス
9468,ＫＡＤＯＫＡＷＡ
9470,学研ＨＤ
9474,ゼンリン
9475,昭文社ＨＤ
9476,中央経済
9478,ＳＥ Ｈ＆Ｉ
9501,東電力ＨＤ
9502,中部電
9503,関西電
9504,中国電
9505,北陸電
9506,東北電
9507,四国電
9508,九州電
9509,北海電
9511,沖縄電
9513,Ｊパワー
9514,ＥＦ－ＯＮ
9517,イーレックス
9519,レノバ
9531,東ガス
9532,大ガス
9533,邦ガス
9534,北ガス
9535,広島ガス
9536,西部ガスＨ
9537,北陸ガス
9539,葉ガス
9543,静岡ガス
9551,メタウォーター
9552,クオンツ総研
9553,マイクロアド
9554,ＡＶｉＣ
9556,ＩＮＴＬＯＯＰ
9557,エアクロ
9558,ジャパニアス
9560,プログリット
9561,グラッドキュ
9562,ビジネスコー
9563,Ａｔｌａｓ
9564,ＦＣＥ
9565,ＧＬＯＥ
9601,松 竹
9602,東 宝
9603,エイチ・アイエス
9605,東 映
9610,ウィルソンＷＬＷ
9612,ラックランド
9616,共立メンテ
9619,イチネンＨＤ
9621,建設技研
9622,スペース
9625,セレスポ
9627,アインＨＤ
9628,燦ＨＤ
9629,ピーシーエー
9632,スバル興
9633,テアトル
9635,武蔵野
9636,きんえい
9639,三協フロン
9640,セゾンテクノ
9644,タナベコンサル
9647,協和コンサ
9651,日プロセス
9656,グリンランド
9658,太田昭
9661,歌舞伎
9663,ナガワ
9672,都競馬
9678,カナモト
9679,ホウライ
9682,ＤＴＳ
9684,スクエニＨＤ
9685,ＫＹＣＯＭ
9686,東洋テック
9687,ＫＳＫ
9691,両毛シス
9692,シーイーシー
9697,カプコン
9698,クレオ
9699,ニシオＨＤ
9701,東会舘
9702,アイエスビー
9704,アゴーラＨＧ
9706,空港ビル
9708,帝国ホテル
9709,ＮＣＳ＆Ａ
9713,ロイヤルホテル
9715,トランスコスモ
9716,乃村工
9720,グランド
9722,藤田観
9723,京都ホテル
9726,ＫＮＴＣＴ
9729,トーカイ
9731,白洋舎
9733,ナガセ
9735,セコム
9739,ＮＳＷ
9740,ＣＳＰ
9742,アイネス
9743,丹青社
9744,メイテックＧＨＤ
9746,ＴＫＣ
9753,ＩＸナレッジ
9755,応用地
9757,船総研ＨＤ
9759,ＮＳＤ
9760,進学会ＨＤ
9761,東海リース
9763,丸建リース
9765,オオバ
9766,コナミＧ
9767,日建工
9768,いであ
9769,学究社
9778,昴
9780,ビステム
9782,ディーエムエス
9788,ナック
9790,福井コンピ
9791,ビケンテクノ
9793,ダイセキ
9795,ステップ
9799,旭情報
9812,テーオーＨＤ
9816,ストライダース
9818,大丸エナ
9820,ＭＴジェネック
9823,マミーマートＨＤ
9824,泉州電
9827,リリカラ
9828,ゲンキＧＤＣ
9830,Ｔナカヤマ
9831,ヤマダＨＤ
9832,オートバックス
9835,ジュンテント
9837,モリト
9842,アークランズ
9843,ニトリＨＤ
9845,パーカー
9846,天満屋ス
9849,共同紙
9850,グルメ杵屋
9853,ルノアール
9854,愛 眼
9856,ケーユーＨＤ
9857,英 和
9861,吉野家ＨＤ
9867,ソレキア
9869,加藤産業
9872,北 恵
9876,コックス
9878,セキド
9880,イノテック
9882,イエローハット
9885,シャルレ
9887,松屋フーズ
9888,ＵＥＸ
9889,ＪＢＣＣ ＨＤ
9890,マキヤ
9895,コンセック
9896,ＪＫＨＤ
9900,サガミＨＤ
9902,日 伝
9903,カンセキ
9904,ベリテ
9906,藤井産
9908,日電計
9913,日邦産
9914,植松商
9927,ワットマン
9928,ミロク情報
9929,平和紙
9930,北沢産
9932,杉本商
9934,因幡電産
9936,王将フード
9941,太洋物
9946,ミニストップ
9948,アークス
9950,ハチバン
9955,ヨンキュウ
9956,バローＨＤ
9959,アシードＨＤ
9960,東テク
9962,ミスミＧ
9969,ショクブン
9972,アルテック
9973,ＫＯＺＯＨＤ
9974,ベルク
9976,セキチュー
9978,文教堂ＨＤ
9979,大 庄
9980,ＭＲＫ ＨＬＤ
9982,タキヒヨー
9983,ファーストリテイ
9984,ソフトバンクＧ
9986,蔵王産業
9987,スズケン
9989,サンドラッグ
9990,サックスバーＨ
9991,ジェコス
9993,ヤマザワ
9994,やまや
9996,サトー商会
9997,ベルーナ
